,wilayah,strata,perguruanTinggi,kotaKab,prodi,noSK,tahunSK,peringkat,tanggalKadaluarsa,status
1917,07 ,S1 ,Universitas Kanjuruhan,Malang,Pendidikan Geografi ,004 ,2012 ,B ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 29-11-2016 
1918,07 ,S1 ,Universitas Merdeka Surabaya,Surabaya,Akuntansi ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1919,07 ,S1 ,Universitas Muhammadiyah Jember,Jember,Pendidikan Agama Islam ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1920,07 ,S1 ,Universitas Pelita Harapan,Surabaya,Psikologi ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-10-2016 
1921,07 ,S1 ,Universitas PGRI Adi Buana,Surabaya,Statistika ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 29-11-2016 
1922,07 ,S1 ,Universitas Sunan Giri,Sidoarjo,Teknik Mesin ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1923,08 ,S1 ,Sekolah Tinggi Agama Hindu Negeri GDE Pudja Mataram,Mataram,Hukum Agama Hindu ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-12-2016 
1924,08 ,S1 ,Sekolah Tinggi Agama Hindu Negeri GDE Pudja Mataram,Mataram,Filsafat Agama Hindu ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 30-12-2016 
1925,08 ,S1 ,Sekolah Tinggi Ilmu Ekonomi 45 Mataram,Mataram,Akuntansi ,004 ,2012 ,C ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 21-12-2016 
1926,08 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Badung Bali,Denpasar,Teknik Informatika ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1927,08 ,S1 ,Universitas Nusa Cendana,Kupang,Nutrisi dan Makanan Ternak ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1928,09 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Panrita Husada,Bulukumba,Ilmu Keperawatan ,015 ,2012 ,C ,27-06-2017 ,139 hari lagi kadaluarsa 
1929,09 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer AKBA,Makassar,Sistem Informasi ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1930,09 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Widya Dharma,Kotamobagu,Manajemen ,004 ,2012 ,C ,27-03-2017 ,47 hari lagi kadaluarsa 
1931,09 ,S1 ,Universitas Hasanuddin,Makassar,Antropologi ,004 ,2012 ,A ,27-04-2017 ,78 hari lagi kadaluarsa 
1932,09 ,S1 ,Universitas Indonesia Timur,Makassar,Akuntansi ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1933,09 ,S1 ,Universitas Negeri Makassar,Makassar,Pendidikan Bahasa Jerman ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1934,10 ,S1 ,Sekolah Tinggi Manajemen Informatika dan Komputer Dharmapala Riau,Pekanbaru,Sistem Informasi ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1935,10 ,S1 ,Universitas Batanghari,Jambi,Ekonomi Pembangunan ,004 ,2012 ,B ,27-04-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 13-10-2016 
1936,10 ,S1 ,Universitas Riau,Pekanbaru,Teknik Elektro ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1937,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Samarinda,Samarinda,Pendidikan Bahasa Arab ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1938,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Samarinda,Samarinda,Pendidikan Bahasa Inggris ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1939,11 ,S1 ,Sekolah Tinggi Teknologi Industri Bontang,Bontang,Teknik Kimia ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1940,14 ,S1 ,Sekolah Tinggi Manajemen dan Ilmu Komputer Sepuluh Nopember Jayapura,Jayapura,Teknik Informatika ,004 ,2012 ,C ,27-04-2017 ,78 hari lagi kadaluarsa 
1941,14 ,S1 ,Universitas Kristen Papua,Sorong,Pendidikan Agama Kristen ,004 ,2012 ,B ,27-04-2017 ,78 hari lagi kadaluarsa 
1942,01 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Nauli Husada Sibolga,Sibolga,Kesehatan Masyarakat ,010 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1943,04 ,S1 ,Universitas Islam Bandung,Bandung,Muamalat ,010 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1944,04 ,S1 ,Universitas Padjadjaran,Bandung,Kimia ,010 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1945,08 ,S1 ,Sekolah Tinggi Agama Hindu Negeri GDE Pudja Mataram,Mataram,Penerapan Agama Hindu ,010 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1946,10 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Tengku Maharatu,Pekanbaru,Kesehatan Masyarakat ,010 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1947,04 ,S2 ,Institut Pertanian Bogor,Bogor,Sosiologi Pedesaan ,001 ,2012 ,A ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 25-11-2016 
1948,04 ,S2 ,Universitas Pakuan,Bogor,Manajemen ,001 ,2012 ,B ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 19-01-2017 
1949,08 ,S2 ,Universitas Udayana,Badung,Pertanian Lahan Kering ,001 ,2012 ,A ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-12-2016 
1950,09 ,S2 ,Universitas Islam Makassar,Makassar,Manajemen Pendidikan Islam ,001 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
1951,01 ,S2 ,Universitas Sumatera Utara,Medan,Teknik Industri ,002 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1952,02 ,S2 ,Universitas Muhammadiyah Bengkulu,Bengkulu,Pendidikan Biologi ,002 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1953,03 ,S2 ,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju,Jakarta,Ilmu Kesehatan Masyarakat ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1954,04 ,S2 ,Universitas Gunadarma,Depok,Psikologi ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-11-2016 
1955,03 ,S2 ,Universitas Indonesia,Jakarta,Sosiologi ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1956,03 ,S2 ,Universitas Indonesia,Jakarta,Ilmu Kefarmasian ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1957,03 ,S2 ,Universitas As-Syafiiyah,Jakarta,Manajemen ,002 ,2012 ,C ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 02-02-2017 
1958,03 ,S2 ,Universitas Mercu Buana,Jakarta,Teknik Industri ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1959,03 ,S2 ,Universitas Respati Indonesia,Jakarta,Administrasi Rumah Sakit ,002 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1960,03 ,S2 ,Universitas Respati Indonesia,Jakarta,Ilmu Kesehatan Masyarakat ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1961,04 ,S2 ,Institut Pertanian Bogor,Bogor,Ilmu Ekonomi ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1962,04 ,S2 ,Institut Pertanian Bogor,Bogor,Pemuliaan dan Bioteknologi Tanaman ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 02-12-2016 
1963,04 ,S2 ,Institut Pertanian Bogor,Bogor,Ilmu Produksi dan Teknologi Peternakan ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-11-2016 
1964,04 ,S2 ,Institut Pertanian Bogor,Bogor,Ilmu-ilmu Faal dan Khasiat Obat ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 02-12-2016 
1965,04 ,S2 ,Institut Pertanian Bogor,Bogor,Arsitektur Lansekap ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 06-01-2017 
1966,04 ,S2 ,Institut Teknologi Bandung,Bandung,Transportasi ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 15-12-2016 
1967,04 ,S2 ,Institut Teknologi Bandung,Bandung,Terapan Perencanaan Kepariwisataan ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1968,04 ,S2 ,Institut Teknologi Telkom,Bandung,Teknik Elektro ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1969,04 ,S2 ,Universitas Djuanda,Bogor,Ilmu Hukum ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1970,04 ,S2 ,Universitas Islam Nusantara,Bandung,Ilmu Hukum ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 08-11-2016 
1971,04 ,S2 ,Universitas Komputer Indonesia,Bandung,Manajemen ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1972,05 ,S2 ,Universitas Islam Indonesia,Sleman,Studi Islam ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1973,05 ,S2 ,Universitas Sarjanawiyata Tamansiswa,Yogyakarta,Pendidikan Bahasa Inggris ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 15-11-2016 
1974,06 ,S2 ,Universitas Katolik Soegijapranata,Semarang,Ilmu Hukum ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 03-02-2017 
1975,06 ,S2 ,Universitas Sebelas Maret,Surakarta,Ilmu Fisika ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1976,07 ,S2 ,Institut Agama Islam Negeri (IAIN) Sunan Ampel,Surabaya,Dirasat Islamiyah ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1977,07 ,S2 ,Institut Teknologi Sepuluh Nopember,Surabaya,Teknik Kimia ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1978,07 ,S2 ,Universitas Airlangga,Surabaya,Hubungan Internasional ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1979,07 ,S2 ,Universitas Brawijaya,Malang,Teknik Elektro ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1980,07 ,S2 ,Universitas Gajayana,Malang,Manajemen ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-12-2016 
1981,07 ,S2 ,Universitas Islam Negeri Maulana Malik Ibrahim Malang,Malang,Pendidikan Bahasa Arab ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1982,07 ,S2 ,Universitas Surabaya,Surabaya,Farmasi ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1983,07 ,S2 ,Universitas Tribhuwana Tunggadewi,Malang,Ilmu Administrasi Negara ,002 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
1984,08 ,S2 ,Universitas Mataram,Mataram,Akuntansi ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1985,08 ,S2 ,Universitas Udayana,Badung,Teknik Sipil ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 24-01-2017 
1986,08 ,S2 ,Universitas Udayana,Badung,Ilmu Lingkungan ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-11-2016 
1987,08 ,S2 ,Universitas Udayana,Badung,Kajian Pariwisata ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
1988,08 ,S2 ,Universitas Udayana,Badung,Teknik Elektro ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1989,08 ,S2 ,Universitas Udayana,Badung,Agribisnis ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 14-11-2016 
1990,08 ,S2 ,Universitas Udayana,Badung,Ilmu Kesehatan Masyarakat ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1991,09 ,S2 ,Universitas Hasanuddin,Makassar,Matematika ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1992,09 ,S2 ,Universitas Tadulako,Palu,Agribisnis ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 21-12-2016 
1993,10 ,S2 ,Universitas Jambi,Muaro,Teknologi Pendidikan ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1994,11 ,S2 ,Universitas Palangka Raya,Palangka,Manajemen ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
1995,05 ,S3 ,Universitas Gadjah Mada,Yogyakarta,Ilmu Sains Veteriner ,004 ,2012 ,A ,20-01-2017 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 11-11-2016 
1996,01 ,S3 ,Universitas Sumatera Utara,Medan,Ilmu Farmasi ,001 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
1997,04 ,S3 ,Institut Pertanian Bogor,Bogor,Ilmu Penyuluhan Pembangunan ,001 ,2012 ,A ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 25-11-2016 
1998,04 ,S3 ,Institut Pertanian Bogor,Bogor,Ilmu Produksi dan Teknologi Peternakan ,001 ,2012 ,A ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 10-11-2016 
1999,04 ,S3 ,Institut Pertanian Bogor,Bogor,Komunikasi Pembangunan Pertanian dan Pedesaaan ,001 ,2012 ,A ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 08-12-2016 
2000,04 ,S3 ,Institut Pertanian Bogor,Bogor,Ilmu dan Teknologi Benih ,001 ,2012 ,B ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 11-11-2016 
2001,04 ,S3 ,Institut Pertanian Bogor,Bogor,Manajemen Ekowisata dan Jasa Lingkungan ,001 ,2012 ,B ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 14-11-2016 
2002,04 ,S3 ,Institut Pertanian Bogor,Bogor,Ilmu-ilmu Faal dan Khasiat Obat ,001 ,2012 ,B ,11-05-2017 ,92 hari lagi kadaluarsa 
2003,05 ,S3 ,Universitas Negeri Yogyakarta,Sleman,Ilmu Pendidikan ,001 ,2012 ,B ,11-05-2017 ,92 hari lagi kadaluarsa 
2004,09 ,S3 ,Universitas Negeri Makassar,Makassar,Ilmu Sosiologi ,001 ,2012 ,B ,11-05-2017 ,92 hari lagi kadaluarsa 
2005,09 ,S3 ,Universitas Negeri Makassar,Makassar,Ilmu Pendidikan ,001 ,2012 ,C ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 23-12-2016 
2006,03 ,S3 ,Universitas Negeri Jakarta,Jakarta,Pendidikan Kependudukan dan Lingkungan Hidup ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 19-01-2017 
2007,03 ,S3 ,Universitas Persada Indonesia YAI,Jakarta,Psikologi ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 15-12-2016 
2008,04 ,S3 ,Institut Pertanian Bogor,Bogor,Primatologi ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
2009,04 ,S3 ,Institut Pertanian Bogor,Bogor,Entomologi ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
2010,04 ,S3 ,Institut Pertanian Bogor,Bogor,Pemuliaan dan Bioteknologi Tanaman ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 02-12-2016 
2011,04 ,S3 ,Institut Pertanian Bogor,Bogor,Biologi Reproduksi ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-11-2016 
2012,04 ,S3 ,Institut Pertanian Bogor,Bogor,Ilmu Pengelolaan Sumber Daya Alam dan Lingkungan ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
2013,04 ,S3 ,Institut Pertanian Bogor,Bogor,Ilmu Biomedis Hewan ,002 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-11-2016 
2014,07 ,S3 ,Universitas Brawijaya,Malang,Ilmu Akuntansi ,002 ,2012 ,A ,16-05-2017 ,97 hari lagi kadaluarsa 
2015,08 ,S3 ,Universitas Udayana,Badung,Ilmu Pertanian ,002 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 24-11-2016 
2016,09 ,S3 ,Universitas Negeri Makassar,Makassar,Ilmu Administrasi Publik ,002 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
2017,11 ,S3 ,Universitas Mulawarman,Samarinda,Ilmu Kehutanan ,002 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2018,02 ,D3,Politeknik Akamigas Palembang,Palembang,Teknik Eksplorasi Produksi Minyak dan Gas ,002 ,2012 ,C ,02-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 18-11-2016 
2019,03 ,D3,Politeknik Tugu Jakarta,Jakarta,Instrumentasi ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2020,04 ,D3,Politeknik Piksi Input Serang,Serang,Sekretari ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2021,05 ,D3,Akademi Sekretari dan Manajemen Desanta,Bantul,Sekretari ,002 ,2012 ,C ,02-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 23-09-2016 
2022,06 ,D3,Politeknik Harapan Bersama,Tegal,Teknik Komputer ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2023,06 ,D3,Sekolah Tinggi Ilmu Farmasi (STIFAR) Yayasan Pharmasi Semarang,Semarang,Analis Farmasi dan Makanan ,002 ,2012 ,B ,02-05-2017 ,83 hari lagi kadaluarsa 
2024,06 ,D3,Sekolah Tinggi Ilmu Kesehatan Al Irsyad Al Islamiyyah,Cilacap,Farmasi ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2025,06 ,D3,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Klaten,Klaten,Keperawatan ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2026,06 ,D3,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Klaten,Klaten,Farmasi ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2027,06 ,D3,Universitas Kristen Satya Wacana,Salatiga,Teknik Informatika ,002 ,2012 ,B ,02-05-2017 ,83 hari lagi kadaluarsa 
2028,07 ,D3,Akademi Analis Farmasi Dan Makanan Putera Indonesia,Malang,Analis Farmasi dan Makanan ,002 ,2012 ,C ,02-05-2017 ,83 hari lagi kadaluarsa 
2029,09 ,D3,Universitas Negeri Makassar,Makassar,Mesin Otomotif ,002 ,2012 ,B ,02-05-2017 ,83 hari lagi kadaluarsa 
2030,10 ,D3,Universitas Abdurrab,Riau,Keperawatan ,002 ,2012 ,C ,02-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-07-2014 
2031,11 ,D3,Akademi Pariwisata Nasional Banjarmasin,Samarinda,Usaha Perjalanan Wisata ,002 ,2012 ,C ,02-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 25-01-2017 
2032,03 ,S3 ,Universitas Trisakti,Jakarta,Ilmu Ekonomi ,003 ,2012 ,B ,10-02-2017 ,2 hari lagi kadaluarsa 
2033,01 ,D3,Akademi Kebidanan Budi Mulia,Medan,Kebidanan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2034,01 ,D3,Akademi Keperawatan Binalita Sudama,Deli,Keperawatan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2035,01 ,D3,Akademi Maritim Indonesia Medan,Medan,Nautika ,004 ,2012 ,B ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 23-12-2016 
2036,02 ,D3,Akademi Analis Kesehatan Harapan Bangsa,Bengkulu,Analis Kesehatan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2037,02 ,D3,Akademi Kebidanan Alifa Pringsewu Lampung,Tenggamus,Kebidanan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2038,02 ,D3,Sekolah Tinggi Ilmu Ekonomi Multi Data Palembang,Palembang,Akuntansi ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2039,03 ,D3,Akademi Manajemen Informatika dan Komputer Laksi-31,Jakarta,Manajemen Informatika ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2040,04 ,D3,Politeknik Negeri Jakarta,Depok,Keuangan dan Perbankan ,004 ,2012 ,A ,11-05-2017 ,92 hari lagi kadaluarsa 
2041,04 ,D3,Politeknik Negeri Jakarta,Depok,Akuntansi ,004 ,2012 ,A ,11-05-2017 ,92 hari lagi kadaluarsa 
2042,03 ,D3,Universitas Muhammadiyah Prof. Dr. Hamka,Jakarta,Teknik Kardiovaskuler ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2043,04 ,D3,Akademi Keperawatan RS Dustira,Cimahi,Keperawatan ,004 ,2012 ,B ,11-05-2017 ,92 hari lagi kadaluarsa 
2044,04 ,D3,Politeknik Piksi Input Serang,Serang,Akuntansi ,004 ,2012 ,B ,11-05-2017 ,92 hari lagi kadaluarsa 
2045,04 ,D3,Sekolah Tinggi Ilmu Ekonomi Budhi Tangerang,Tangerang,Akuntansi ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2046,05 ,D3,Akademi Keperawatan Notokusumo,Yogyakarta,Keperawatan ,004 ,2012 ,B ,11-05-2017 ,92 hari lagi kadaluarsa 
2047,05 ,D3,Politeknik Kesehatan Permata Indonesia Yogyakarta,Sleman,Farmasi ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2048,06 ,D3,Politeknik Pratama Mulia Surakarta,Surakarta,Teknik Mesin ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2049,07 ,D3,Akademi Kebidanan Wahana Sehat Sidoarjo,Sidoarjo,Kebidanan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2050,07 ,D3,Politeknik Kota Malang,Malang,Teknik Telekomunikasi ,004 ,2012 ,C ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 28-12-2016 
2051,07 ,D3,Politeknik Ubaya,Surabaya,Manajemen Pemasaran ,004 ,2012 ,B ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 31-10-2016 
2052,07 ,D3,Sekolah Tinggi Ilmu Kesehatan Katolik St. Vincentius A Paulo Surabaya,Surabaya,Fisioterapi ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2053,09 ,D3,Universitas Muslim Indonesia,Makassar,Kebidanan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2054,10 ,D3,Akademi Kebidanan Lenggogeni,Padang,Kebidanan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2055,10 ,D3,Sekolah Tinggi Ilmu Kesehatan Mitra Bunda Persada,Batam,Keperawatan ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2056,10 ,D3,Universitas Abdurrab,Riau,Fisioterapi ,004 ,2012 ,C ,11-05-2017 ,92 hari lagi kadaluarsa 
2057,11 ,D3,Universitas Lambung Mangkurat,Banjarmasin,Akuntansi ,004 ,2012 ,B ,11-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 10-11-2016 
2058,01 ,D3,Politeknik Mandiri Bina Prestasi,Medan,Perhotelan ,007 ,2012 ,C ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 29-12-2016 
2059,13 ,D3,Universitas Jabal Ghafur,Pidie,Teknik Informatika ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2060,02 ,D3,Akademi Kebidanan Adila,Bandar,Kebidanan ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2061,02 ,D3,Politeknik Akamigas Palembang,Palembang,Teknik Pengolahan Minyak Dan Gas ,007 ,2012 ,C ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 01-12-2016 
2062,04 ,D3,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Ciamis,Ciamis,Analis Kesehatan ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2063,04 ,D3,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Ciamis,Ciamis,Farmasi ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2064,05 ,D3,Politeknik Kesehatan Permata Indonesia Yogyakarta,Sleman,Kebidanan ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2065,05 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer AKAKOM Yogyakarta,Bantul,Komputerisasi Akuntansi ,007 ,2012 ,B ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 16-11-2016 
2066,06 ,D3,Akademi Farmasi Kusuma Husada Purwokerto,Banyumas,Farmasi ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2067,06 ,D3,Akademi Kebidanan Ar-Rum Salatiga,Salatiga,Kebidanan ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2068,06 ,D3,Akademi Pariwisata Widya Nusantara Surakarta,Surakarta,Perhotelan ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2069,06 ,D3,Akademi Teknik Wacana Manunggal Semarang,Semarang,Teknik Sipil ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2070,06 ,D3,Universitas Sains Al-Qur'an (UNSIQ) Jawa Tengah,Wonosobo,Manajemen Informatika ,007 ,2012 ,C ,16-05-2017 ,97 hari lagi kadaluarsa 
2071,06 ,D3,Universitas Sebelas Maret,Surakarta,Agribisnis ,007 ,2012 ,A ,16-05-2017 ,masih berlaku dan telah mengajukan re-akreditasi tgl 19-01-2017 
2072,07 ,D3,Akademi Kebidanan Mandiri Gresik,Gresik,Kebidanan ,007 ,2012 ,B ,16-05-2017 ,97 hari lagi kadaluarsa 
